,model,regYear,regMonth,carCommentVolum,newsReplyVolum
1189,d4efbebb087fd03f,2017,2,259,4868
1190,d4efbebb087fd03f,2017,3,236,2646
1191,d4efbebb087fd03f,2017,4,248,711
1192,d4efbebb087fd03f,2017,5,254,1744
1193,d4efbebb087fd03f,2017,6,214,2114
1194,d4efbebb087fd03f,2017,7,198,2011
1195,d4efbebb087fd03f,2017,8,415,1409
1196,d4efbebb087fd03f,2017,9,408,1610
1197,d4efbebb087fd03f,2017,10,297,3631
1198,d4efbebb087fd03f,2017,11,257,1094
1199,d4efbebb087fd03f,2017,12,281,1128
1200,da457d15788fe8ee,2016,1,7,2800
1201,da457d15788fe8ee,2016,2,5,889
1202,da457d15788fe8ee,2016,3,9,1217
1203,da457d15788fe8ee,2016,4,16,179
1204,da457d15788fe8ee,2016,5,22,192
1205,da457d15788fe8ee,2016,6,40,732
1206,da457d15788fe8ee,2016,7,52,464
1207,da457d15788fe8ee,2016,8,51,2143
1208,da457d15788fe8ee,2016,9,56,1769
1209,da457d15788fe8ee,2016,10,189,2856
1210,da457d15788fe8ee,2016,11,54,2252
1211,da457d15788fe8ee,2016,12,109,212
1212,da457d15788fe8ee,2017,1,87,1554
1213,da457d15788fe8ee,2017,2,130,1037
1214,da457d15788fe8ee,2017,3,146,1209
1215,da457d15788fe8ee,2017,4,131,571
1216,da457d15788fe8ee,2017,5,145,189
1217,da457d15788fe8ee,2017,6,159,1642
1218,da457d15788fe8ee,2017,7,125,1981
1219,da457d15788fe8ee,2017,8,199,574
1220,da457d15788fe8ee,2017,9,184,771
1221,da457d15788fe8ee,2017,10,243,73
1222,da457d15788fe8ee,2017,11,154,541
1223,da457d15788fe8ee,2017,12,150,1197
1224,dff803b4024d261d,2016,1,64,889
1225,dff803b4024d261d,2016,2,74,106
1226,dff803b4024d261d,2016,3,114,325
1227,dff803b4024d261d,2016,4,98,1455
1228,dff803b4024d261d,2016,5,96,1630
1229,dff803b4024d261d,2016,6,149,224
1230,dff803b4024d261d,2016,7,99,8098
1231,dff803b4024d261d,2016,8,412,1425
1232,dff803b4024d261d,2016,9,334,545
1233,dff803b4024d261d,2016,10,289,62
1234,dff803b4024d261d,2016,11,218,521
1235,dff803b4024d261d,2016,12,315,632
1236,dff803b4024d261d,2017,1,263,65
1237,dff803b4024d261d,2017,2,225,2113
1238,dff803b4024d261d,2017,3,368,920
1239,dff803b4024d261d,2017,4,173,69
1240,dff803b4024d261d,2017,5,330,484
1241,dff803b4024d261d,2017,6,311,1840
1242,dff803b4024d261d,2017,7,282,1220
1243,dff803b4024d261d,2017,8,879,265
1244,dff803b4024d261d,2017,9,692,664
1245,dff803b4024d261d,2017,10,410,93
1246,dff803b4024d261d,2017,11,332,705
1247,dff803b4024d261d,2017,12,342,187
1248,ea489c253676aafc,2016,1,61,1111
1249,ea489c253676aafc,2016,2,75,62
1250,ea489c253676aafc,2016,3,109,1953
1251,ea489c253676aafc,2016,4,88,2350
1252,ea489c253676aafc,2016,5,115,3469
1253,ea489c253676aafc,2016,6,528,2435
1254,ea489c253676aafc,2016,7,103,3167
1255,ea489c253676aafc,2016,8,111,4009
1256,ea489c253676aafc,2016,9,343,3853
1257,ea489c253676aafc,2016,10,358,553
1258,ea489c253676aafc,2016,11,192,967
1259,ea489c253676aafc,2016,12,207,1450
1260,ea489c253676aafc,2017,1,149,2152
1261,ea489c253676aafc,2017,2,169,1840
1262,ea489c253676aafc,2017,3,169,1119
1263,ea489c253676aafc,2017,4,189,2058
1264,ea489c253676aafc,2017,5,157,1409
1265,ea489c253676aafc,2017,6,137,1247
1266,ea489c253676aafc,2017,7,130,1107
1267,ea489c253676aafc,2017,8,215,1139
1268,ea489c253676aafc,2017,9,157,1919
1269,ea489c253676aafc,2017,10,124,1785
1270,ea489c253676aafc,2017,11,133,964
1271,ea489c253676aafc,2017,12,121,1027
1272,ef76a85c4b39f693,2016,1,1,1810
1273,ef76a85c4b39f693,2016,2,1,2385
1274,ef76a85c4b39f693,2016,3,4,1221
1275,ef76a85c4b39f693,2016,4,1,12898
1276,ef76a85c4b39f693,2016,5,2,4378
1277,ef76a85c4b39f693,2016,6,1,354
1278,ef76a85c4b39f693,2016,7,1,3777
1279,ef76a85c4b39f693,2016,8,4,18988
1280,ef76a85c4b39f693,2016,9,5,14406
1281,ef76a85c4b39f693,2016,10,5,2921
1282,ef76a85c4b39f693,2016,11,3,1514
1283,ef76a85c4b39f693,2016,12,10,4045
1284,ef76a85c4b39f693,2017,1,1,1289
1285,ef76a85c4b39f693,2017,2,2,1917
1286,ef76a85c4b39f693,2017,3,0,6861
1287,ef76a85c4b39f693,2017,4,7,1419
1288,ef76a85c4b39f693,2017,5,1,5159
1289,ef76a85c4b39f693,2017,6,6,401
1290,ef76a85c4b39f693,2017,7,1,230
1291,ef76a85c4b39f693,2017,8,2,1154
1292,ef76a85c4b39f693,2017,9,1,1255
1293,ef76a85c4b39f693,2017,10,3,917
1294,ef76a85c4b39f693,2017,11,2,514
1295,ef76a85c4b39f693,2017,12,5,1226
1296,f270f6a489c6a9d7,2016,1,17,4025
1297,f270f6a489c6a9d7,2016,2,7,542
1298,f270f6a489c6a9d7,2016,3,14,1473
1299,f270f6a489c6a9d7,2016,4,10,1672
1300,f270f6a489c6a9d7,2016,5,14,2413
1301,f270f6a489c6a9d7,2016,6,13,1327
1302,f270f6a489c6a9d7,2016,7,13,2147
1303,f270f6a489c6a9d7,2016,8,9,1447
1304,f270f6a489c6a9d7,2016,9,10,1627
1305,f270f6a489c6a9d7,2016,10,16,1738
1306,f270f6a489c6a9d7,2016,11,19,905
1307,f270f6a489c6a9d7,2016,12,33,1476
1308,f270f6a489c6a9d7,2017,1,26,1988
1309,f270f6a489c6a9d7,2017,2,25,870
1310,f270f6a489c6a9d7,2017,3,41,1108
1311,f270f6a489c6a9d7,2017,4,25,1421
1312,f270f6a489c6a9d7,2017,5,53,96
1313,f270f6a489c6a9d7,2017,6,32,1273
1314,f270f6a489c6a9d7,2017,7,35,1131
1315,f270f6a489c6a9d7,2017,8,52,1200
1316,f270f6a489c6a9d7,2017,9,44,302
1317,f270f6a489c6a9d7,2017,10,48,62
1318,f270f6a489c6a9d7,2017,11,26,18
1319,f270f6a489c6a9d7,2017,12,31,278
1320,f5d69960089c3614,2016,1,23,317
1321,f5d69960089c3614,2016,2,33,170
1322,f5d69960089c3614,2016,3,47,839
1323,f5d69960089c3614,2016,4,31,43
1324,f5d69960089c3614,2016,5,68,1787
1325,f5d69960089c3614,2016,6,43,652
1326,f5d69960089c3614,2016,7,45,1721
1327,f5d69960089c3614,2016,8,58,750
1328,f5d69960089c3614,2016,9,84,1414
1329,f5d69960089c3614,2016,10,93,493
1330,f5d69960089c3614,2016,11,127,48
1331,f5d69960089c3614,2016,12,152,568
1332,f5d69960089c3614,2017,1,108,1187
1333,f5d69960089c3614,2017,2,60,583
1334,f5d69960089c3614,2017,3,111,85
1335,f5d69960089c3614,2017,4,92,1130
1336,f5d69960089c3614,2017,5,195,234
1337,f5d69960089c3614,2017,6,147,2304
1338,f5d69960089c3614,2017,7,54,1079
1339,f5d69960089c3614,2017,8,99,1166
1340,f5d69960089c3614,2017,9,107,569
1341,f5d69960089c3614,2017,10,50,4936
1342,f5d69960089c3614,2017,11,44,20770
1343,f5d69960089c3614,2017,12,55,11508
1344,f8a6975573af1b33,2016,1,23,2104
1345,f8a6975573af1b33,2016,2,15,293
1346,f8a6975573af1b33,2016,3,26,4535
1347,f8a6975573af1b33,2016,4,18,825
1348,f8a6975573af1b33,2016,5,74,1378
1349,f8a6975573af1b33,2016,6,79,1540
1350,f8a6975573af1b33,2016,7,118,961
1351,f8a6975573af1b33,2016,8,100,1253
1352,f8a6975573af1b33,2016,9,150,1340
1353,f8a6975573af1b33,2016,10,129,2321
1354,f8a6975573af1b33,2016,11,150,4534
1355,f8a6975573af1b33,2016,12,424,922
1356,f8a6975573af1b33,2017,1,337,2337
1357,f8a6975573af1b33,2017,2,449,1195
1358,f8a6975573af1b33,2017,3,603,137
1359,f8a6975573af1b33,2017,4,350,713
1360,f8a6975573af1b33,2017,5,437,859
1361,f8a6975573af1b33,2017,6,434,356
1362,f8a6975573af1b33,2017,7,478,1039
1363,f8a6975573af1b33,2017,8,625,185
1364,f8a6975573af1b33,2017,9,614,841
1365,f8a6975573af1b33,2017,10,579,2874
1366,f8a6975573af1b33,2017,11,535,220
1367,f8a6975573af1b33,2017,12,343,74
1368,fc32b1a017b34efe,2016,1,5,2205
1369,fc32b1a017b34efe,2016,2,19,1400
1370,fc32b1a017b34efe,2016,3,21,2250
1371,fc32b1a017b34efe,2016,4,16,2454
1372,fc32b1a017b34efe,2016,5,11,3140
1373,fc32b1a017b34efe,2016,6,38,333
1374,fc32b1a017b34efe,2016,7,23,1221
1375,fc32b1a017b34efe,2016,8,22,125
1376,fc32b1a017b34efe,2016,9,29,813
1377,fc32b1a017b34efe,2016,10,30,1756
1378,fc32b1a017b34efe,2016,11,25,1527
1379,fc32b1a017b34efe,2016,12,27,43
1380,fc32b1a017b34efe,2017,1,32,1442
1381,fc32b1a017b34efe,2017,2,36,2038
1382,fc32b1a017b34efe,2017,3,113,4911
1383,fc32b1a017b34efe,2017,4,97,2247
1384,fc32b1a017b34efe,2017,5,63,4204
1385,fc32b1a017b34efe,2017,6,59,339
1386,fc32b1a017b34efe,2017,7,98,56
1387,fc32b1a017b34efe,2017,8,126,28
1388,fc32b1a017b34efe,2017,9,187,38
1389,fc32b1a017b34efe,2017,10,150,26
1390,fc32b1a017b34efe,2017,11,79,341
1391,fc32b1a017b34efe,2017,12,86,320
1392,fde95ea242abd896,2016,1,2,380
1393,fde95ea242abd896,2016,2,4,881
1394,fde95ea242abd896,2016,3,8,553
1395,fde95ea242abd896,2016,4,6,1908
1396,fde95ea242abd896,2016,5,14,2469
1397,fde95ea242abd896,2016,6,18,1410
1398,fde95ea242abd896,2016,7,16,3203
1399,fde95ea242abd896,2016,8,35,1513
1400,fde95ea242abd896,2016,9,35,2458
1401,fde95ea242abd896,2016,10,31,3275
1402,fde95ea242abd896,2016,11,23,1633
1403,fde95ea242abd896,2016,12,25,451
1404,fde95ea242abd896,2017,1,45,1156
1405,fde95ea242abd896,2017,2,73,5872
1406,fde95ea242abd896,2017,3,83,5529
1407,fde95ea242abd896,2017,4,56,397
1408,fde95ea242abd896,2017,5,56,417
1409,fde95ea242abd896,2017,6,64,309
1410,fde95ea242abd896,2017,7,93,75
1411,fde95ea242abd896,2017,8,129,2336
1412,fde95ea242abd896,2017,9,107,1245
1413,fde95ea242abd896,2017,10,68,65
1414,fde95ea242abd896,2017,11,139,106
1415,fde95ea242abd896,2017,12,81,515
1416,feabbf46658382b9,2016,1,70,5680
1417,feabbf46658382b9,2016,2,123,2318
1418,feabbf46658382b9,2016,3,167,5991
1419,feabbf46658382b9,2016,4,205,3195
1420,feabbf46658382b9,2016,5,224,2061
1421,feabbf46658382b9,2016,6,253,4965
1422,feabbf46658382b9,2016,7,193,3315
1423,feabbf46658382b9,2016,8,284,328
1424,feabbf46658382b9,2016,9,213,2234
1425,feabbf46658382b9,2016,10,297,3089
1426,feabbf46658382b9,2016,11,381,961
1427,feabbf46658382b9,2016,12,588,2668
1428,feabbf46658382b9,2017,1,239,2965
1429,feabbf46658382b9,2017,2,266,4328
1430,feabbf46658382b9,2017,3,457,3270
1431,feabbf46658382b9,2017,4,305,2048
1432,feabbf46658382b9,2017,5,260,3036
1433,feabbf46658382b9,2017,6,757,1909
1434,feabbf46658382b9,2017,7,1133,3717
1435,feabbf46658382b9,2017,8,1604,1301
1436,feabbf46658382b9,2017,9,1494,1011
1437,feabbf46658382b9,2017,10,1065,2414
1438,feabbf46658382b9,2017,11,561,2195
1439,feabbf46658382b9,2017,12,586,4423
