,province,adcode,model,regYear,regMonth,popularity
30255,江西,360000,dff803b4024d261d,2017,2,276
30256,江西,360000,dff803b4024d261d,2017,3,344
30153,江西,360000,dff803b4024d261d,2017,4,347
30154,江西,360000,dff803b4024d261d,2017,5,391
30155,江西,360000,dff803b4024d261d,2017,6,410
30156,江西,360000,dff803b4024d261d,2017,7,318
30163,江西,360000,dff803b4024d261d,2017,8,363
30157,江西,360000,dff803b4024d261d,2017,9,401
30158,江西,360000,dff803b4024d261d,2017,10,378
30160,江西,360000,dff803b4024d261d,2017,11,343
30159,江西,360000,dff803b4024d261d,2017,12,388
29661,江西,360000,ea489c253676aafc,2016,1,502
29662,江西,360000,ea489c253676aafc,2016,2,605
29685,江西,360000,ea489c253676aafc,2016,3,557
29663,江西,360000,ea489c253676aafc,2016,4,595
29665,江西,360000,ea489c253676aafc,2016,5,662
29664,江西,360000,ea489c253676aafc,2016,6,577
29666,江西,360000,ea489c253676aafc,2016,7,559
29669,江西,360000,ea489c253676aafc,2016,8,604
29667,江西,360000,ea489c253676aafc,2016,9,723
29670,江西,360000,ea489c253676aafc,2016,10,728
29672,江西,360000,ea489c253676aafc,2016,11,647
29671,江西,360000,ea489c253676aafc,2016,12,618
29673,江西,360000,ea489c253676aafc,2017,1,566
29674,江西,360000,ea489c253676aafc,2017,2,705
29676,江西,360000,ea489c253676aafc,2017,3,790
29675,江西,360000,ea489c253676aafc,2017,4,725
29677,江西,360000,ea489c253676aafc,2017,5,630
29678,江西,360000,ea489c253676aafc,2017,6,590
29683,江西,360000,ea489c253676aafc,2017,7,581
29679,江西,360000,ea489c253676aafc,2017,8,644
29680,江西,360000,ea489c253676aafc,2017,9,578
29681,江西,360000,ea489c253676aafc,2017,10,564
29684,江西,360000,ea489c253676aafc,2017,11,498
29682,江西,360000,ea489c253676aafc,2017,12,618
13176,江西,360000,ef76a85c4b39f693,2016,1,3423
13177,江西,360000,ef76a85c4b39f693,2016,2,4988
13178,江西,360000,ef76a85c4b39f693,2016,3,3453
13179,江西,360000,ef76a85c4b39f693,2016,4,3240
13180,江西,360000,ef76a85c4b39f693,2016,5,3251
13181,江西,360000,ef76a85c4b39f693,2016,6,2933
13182,江西,360000,ef76a85c4b39f693,2016,7,2963
13183,江西,360000,ef76a85c4b39f693,2016,8,3166
13184,江西,360000,ef76a85c4b39f693,2016,9,3857
13185,江西,360000,ef76a85c4b39f693,2016,10,3719
13186,江西,360000,ef76a85c4b39f693,2016,11,3178
13187,江西,360000,ef76a85c4b39f693,2016,12,3342
13188,江西,360000,ef76a85c4b39f693,2017,1,3815
13189,江西,360000,ef76a85c4b39f693,2017,2,4476
13190,江西,360000,ef76a85c4b39f693,2017,3,3603
13191,江西,360000,ef76a85c4b39f693,2017,4,3237
13192,江西,360000,ef76a85c4b39f693,2017,5,3332
13193,江西,360000,ef76a85c4b39f693,2017,6,3274
13194,江西,360000,ef76a85c4b39f693,2017,7,3169
13195,江西,360000,ef76a85c4b39f693,2017,8,3271
13196,江西,360000,ef76a85c4b39f693,2017,9,3167
13197,江西,360000,ef76a85c4b39f693,2017,10,3147
13198,江西,360000,ef76a85c4b39f693,2017,11,2741
13199,江西,360000,ef76a85c4b39f693,2017,12,2894
12984,江西,360000,f270f6a489c6a9d7,2016,1,442
12985,江西,360000,f270f6a489c6a9d7,2016,2,397
12986,江西,360000,f270f6a489c6a9d7,2016,3,336
12987,江西,360000,f270f6a489c6a9d7,2016,4,321
12988,江西,360000,f270f6a489c6a9d7,2016,5,347
12989,江西,360000,f270f6a489c6a9d7,2016,6,341
12990,江西,360000,f270f6a489c6a9d7,2016,7,309
12991,江西,360000,f270f6a489c6a9d7,2016,8,315
12992,江西,360000,f270f6a489c6a9d7,2016,9,426
12993,江西,360000,f270f6a489c6a9d7,2016,10,390
12994,江西,360000,f270f6a489c6a9d7,2016,11,569
12995,江西,360000,f270f6a489c6a9d7,2016,12,800
12996,江西,360000,f270f6a489c6a9d7,2017,1,428
12997,江西,360000,f270f6a489c6a9d7,2017,2,485
12998,江西,360000,f270f6a489c6a9d7,2017,3,555
12999,江西,360000,f270f6a489c6a9d7,2017,4,693
13000,江西,360000,f270f6a489c6a9d7,2017,5,570
13001,江西,360000,f270f6a489c6a9d7,2017,6,851
13002,江西,360000,f270f6a489c6a9d7,2017,7,1086
13003,江西,360000,f270f6a489c6a9d7,2017,8,1010
13004,江西,360000,f270f6a489c6a9d7,2017,9,155
13005,江西,360000,f270f6a489c6a9d7,2017,10,424
13006,江西,360000,f270f6a489c6a9d7,2017,11,1527
13007,江西,360000,f270f6a489c6a9d7,2017,12,1926
30258,江西,360000,f5d69960089c3614,2016,1,859
30259,江西,360000,f5d69960089c3614,2016,2,1192
30260,江西,360000,f5d69960089c3614,2016,3,848
30261,江西,360000,f5d69960089c3614,2016,4,803
30262,江西,360000,f5d69960089c3614,2016,5,898
30263,江西,360000,f5d69960089c3614,2016,6,786
30265,江西,360000,f5d69960089c3614,2016,7,791
30264,江西,360000,f5d69960089c3614,2016,8,814
30266,江西,360000,f5d69960089c3614,2016,9,981
30267,江西,360000,f5d69960089c3614,2016,10,1216
30268,江西,360000,f5d69960089c3614,2016,11,1069
30272,江西,360000,f5d69960089c3614,2016,12,1056
30269,江西,360000,f5d69960089c3614,2017,1,1087
30270,江西,360000,f5d69960089c3614,2017,2,1203
30271,江西,360000,f5d69960089c3614,2017,3,1308
30273,江西,360000,f5d69960089c3614,2017,4,1042
30274,江西,360000,f5d69960089c3614,2017,5,1092
30275,江西,360000,f5d69960089c3614,2017,6,987
30277,江西,360000,f5d69960089c3614,2017,7,886
30276,江西,360000,f5d69960089c3614,2017,8,1072
30279,江西,360000,f5d69960089c3614,2017,9,1157
30280,江西,360000,f5d69960089c3614,2017,10,1256
30283,江西,360000,f5d69960089c3614,2017,11,1115
30282,江西,360000,f5d69960089c3614,2017,12,1434
13056,江西,360000,f8a6975573af1b33,2016,1,2488
13057,江西,360000,f8a6975573af1b33,2016,2,3391
13058,江西,360000,f8a6975573af1b33,2016,3,1919
13059,江西,360000,f8a6975573af1b33,2016,4,1653
13060,江西,360000,f8a6975573af1b33,2016,5,1350
13061,江西,360000,f8a6975573af1b33,2016,6,1379
13062,江西,360000,f8a6975573af1b33,2016,7,1634
13063,江西,360000,f8a6975573af1b33,2016,8,1789
13064,江西,360000,f8a6975573af1b33,2016,9,2288
13065,江西,360000,f8a6975573af1b33,2016,10,2540
13066,江西,360000,f8a6975573af1b33,2016,11,2378
13067,江西,360000,f8a6975573af1b33,2016,12,2285
13068,江西,360000,f8a6975573af1b33,2017,1,2479
13069,江西,360000,f8a6975573af1b33,2017,2,2948
13070,江西,360000,f8a6975573af1b33,2017,3,2098
13071,江西,360000,f8a6975573af1b33,2017,4,1433
13072,江西,360000,f8a6975573af1b33,2017,5,1424
13073,江西,360000,f8a6975573af1b33,2017,6,1434
13074,江西,360000,f8a6975573af1b33,2017,7,1218
13075,江西,360000,f8a6975573af1b33,2017,8,1230
13076,江西,360000,f8a6975573af1b33,2017,9,1205
13077,江西,360000,f8a6975573af1b33,2017,10,1289
13078,江西,360000,f8a6975573af1b33,2017,11,1337
13079,江西,360000,f8a6975573af1b33,2017,12,1377
12840,江西,360000,fc32b1a017b34efe,2016,1,1803
12841,江西,360000,fc32b1a017b34efe,2016,2,1972
12842,江西,360000,fc32b1a017b34efe,2016,3,1328
12843,江西,360000,fc32b1a017b34efe,2016,4,1161
12844,江西,360000,fc32b1a017b34efe,2016,5,1098
12845,江西,360000,fc32b1a017b34efe,2016,6,968
12846,江西,360000,fc32b1a017b34efe,2016,7,1086
12847,江西,360000,fc32b1a017b34efe,2016,8,1259
12848,江西,360000,fc32b1a017b34efe,2016,9,1555
12849,江西,360000,fc32b1a017b34efe,2016,10,1567
12850,江西,360000,fc32b1a017b34efe,2016,11,1418
12851,江西,360000,fc32b1a017b34efe,2016,12,1152
12852,江西,360000,fc32b1a017b34efe,2017,1,1053
12853,江西,360000,fc32b1a017b34efe,2017,2,1218
12854,江西,360000,fc32b1a017b34efe,2017,3,972
12855,江西,360000,fc32b1a017b34efe,2017,4,622
12856,江西,360000,fc32b1a017b34efe,2017,5,658
12857,江西,360000,fc32b1a017b34efe,2017,6,730
12858,江西,360000,fc32b1a017b34efe,2017,7,560
12859,江西,360000,fc32b1a017b34efe,2017,8,624
12860,江西,360000,fc32b1a017b34efe,2017,9,863
12861,江西,360000,fc32b1a017b34efe,2017,10,691
12862,江西,360000,fc32b1a017b34efe,2017,11,820
12863,江西,360000,fc32b1a017b34efe,2017,12,713
12960,江西,360000,fde95ea242abd896,2016,1,1568
12961,江西,360000,fde95ea242abd896,2016,2,1678
12962,江西,360000,fde95ea242abd896,2016,3,1215
12963,江西,360000,fde95ea242abd896,2016,4,1190
12964,江西,360000,fde95ea242abd896,2016,5,1074
12965,江西,360000,fde95ea242abd896,2016,6,1252
12966,江西,360000,fde95ea242abd896,2016,7,1234
12967,江西,360000,fde95ea242abd896,2016,8,1346
12968,江西,360000,fde95ea242abd896,2016,9,1724
12969,江西,360000,fde95ea242abd896,2016,10,1602
12970,江西,360000,fde95ea242abd896,2016,11,1567
12971,江西,360000,fde95ea242abd896,2016,12,1599
12972,江西,360000,fde95ea242abd896,2017,1,1662
12973,江西,360000,fde95ea242abd896,2017,2,1968
12974,江西,360000,fde95ea242abd896,2017,3,1544
12975,江西,360000,fde95ea242abd896,2017,4,1093
12976,江西,360000,fde95ea242abd896,2017,5,1020
12977,江西,360000,fde95ea242abd896,2017,6,904
12978,江西,360000,fde95ea242abd896,2017,7,872
12979,江西,360000,fde95ea242abd896,2017,8,1040
12980,江西,360000,fde95ea242abd896,2017,9,1135
12981,江西,360000,fde95ea242abd896,2017,10,1164
12982,江西,360000,fde95ea242abd896,2017,11,1169
12983,江西,360000,fde95ea242abd896,2017,12,849
29779,江西,360000,feabbf46658382b9,2016,1,3841
29781,江西,360000,feabbf46658382b9,2016,2,2661
29782,江西,360000,feabbf46658382b9,2016,3,2370
29783,江西,360000,feabbf46658382b9,2016,4,2223
29784,江西,360000,feabbf46658382b9,2016,5,1662
29785,江西,360000,feabbf46658382b9,2016,6,1428
29786,江西,360000,feabbf46658382b9,2016,7,1726
29787,江西,360000,feabbf46658382b9,2016,8,2579
29788,江西,360000,feabbf46658382b9,2016,9,3541
29789,江西,360000,feabbf46658382b9,2016,10,3921
29790,江西,360000,feabbf46658382b9,2016,11,3177
29791,江西,360000,feabbf46658382b9,2016,12,2942
29802,江西,360000,feabbf46658382b9,2017,1,3181
29792,江西,360000,feabbf46658382b9,2017,2,3810
29793,江西,360000,feabbf46658382b9,2017,3,3005
29794,江西,360000,feabbf46658382b9,2017,4,1724
29795,江西,360000,feabbf46658382b9,2017,5,1762
29796,江西,360000,feabbf46658382b9,2017,6,2156
29797,江西,360000,feabbf46658382b9,2017,7,1694
29798,江西,360000,feabbf46658382b9,2017,8,1801
29836,江西,360000,feabbf46658382b9,2017,9,1905
29799,江西,360000,feabbf46658382b9,2017,10,2105
29800,江西,360000,feabbf46658382b9,2017,11,1811
29801,江西,360000,feabbf46658382b9,2017,12,1795
21066,河北,130000,02aab221aabc03b9,2016,1,477
21136,河北,130000,02aab221aabc03b9,2016,2,390
21068,河北,130000,02aab221aabc03b9,2016,3,386
21069,河北,130000,02aab221aabc03b9,2016,4,407
21070,河北,130000,02aab221aabc03b9,2016,5,403
21071,河北,130000,02aab221aabc03b9,2016,6,434
21091,河北,130000,02aab221aabc03b9,2016,7,453
21156,河北,130000,02aab221aabc03b9,2016,8,503
21074,河北,130000,02aab221aabc03b9,2016,9,606
21075,河北,130000,02aab221aabc03b9,2016,10,576
21076,河北,130000,02aab221aabc03b9,2016,11,490
21078,河北,130000,02aab221aabc03b9,2016,12,528
21077,河北,130000,02aab221aabc03b9,2017,1,561
21079,河北,130000,02aab221aabc03b9,2017,2,539
21083,河北,130000,02aab221aabc03b9,2017,3,470
21080,河北,130000,02aab221aabc03b9,2017,4,441
21081,河北,130000,02aab221aabc03b9,2017,5,513
21082,河北,130000,02aab221aabc03b9,2017,6,460
21087,河北,130000,02aab221aabc03b9,2017,7,588
21084,河北,130000,02aab221aabc03b9,2017,8,543
21085,河北,130000,02aab221aabc03b9,2017,9,574
21086,河北,130000,02aab221aabc03b9,2017,10,296
21090,河北,130000,02aab221aabc03b9,2017,11,649
21088,河北,130000,02aab221aabc03b9,2017,12,359
2952,河北,130000,04e66e578f653ab9,2016,1,1403
2953,河北,130000,04e66e578f653ab9,2016,2,1960
2954,河北,130000,04e66e578f653ab9,2016,3,1446
2955,河北,130000,04e66e578f653ab9,2016,4,1107
2956,河北,130000,04e66e578f653ab9,2016,5,953
2957,河北,130000,04e66e578f653ab9,2016,6,915
2958,河北,130000,04e66e578f653ab9,2016,7,973
2959,河北,130000,04e66e578f653ab9,2016,8,1543
2960,河北,130000,04e66e578f653ab9,2016,9,1995
2961,河北,130000,04e66e578f653ab9,2016,10,1869
2962,河北,130000,04e66e578f653ab9,2016,11,1386
2963,河北,130000,04e66e578f653ab9,2016,12,1209
2964,河北,130000,04e66e578f653ab9,2017,1,1066
2965,河北,130000,04e66e578f653ab9,2017,2,1113
2966,河北,130000,04e66e578f653ab9,2017,3,1206
2967,河北,130000,04e66e578f653ab9,2017,4,1074
2968,河北,130000,04e66e578f653ab9,2017,5,1095
2969,河北,130000,04e66e578f653ab9,2017,6,1103
2970,河北,130000,04e66e578f653ab9,2017,7,1118
2971,河北,130000,04e66e578f653ab9,2017,8,1004
2972,河北,130000,04e66e578f653ab9,2017,9,954
2973,河北,130000,04e66e578f653ab9,2017,10,1094
2974,河北,130000,04e66e578f653ab9,2017,11,936
2975,河北,130000,04e66e578f653ab9,2017,12,1011
2496,河北,130000,06880909932890ca,2016,1,2091
2497,河北,130000,06880909932890ca,2016,2,1993
2498,河北,130000,06880909932890ca,2016,3,1756
2499,河北,130000,06880909932890ca,2016,4,1618
2500,河北,130000,06880909932890ca,2016,5,1629
2501,河北,130000,06880909932890ca,2016,6,1591
2502,河北,130000,06880909932890ca,2016,7,1613
2503,河北,130000,06880909932890ca,2016,8,1575
2504,河北,130000,06880909932890ca,2016,9,1510
2505,河北,130000,06880909932890ca,2016,10,1557
2506,河北,130000,06880909932890ca,2016,11,1426
2507,河北,130000,06880909932890ca,2016,12,1618
2508,河北,130000,06880909932890ca,2017,1,1421
2509,河北,130000,06880909932890ca,2017,2,1668
2510,河北,130000,06880909932890ca,2017,3,1123
2511,河北,130000,06880909932890ca,2017,4,1047
2512,河北,130000,06880909932890ca,2017,5,1234
2513,河北,130000,06880909932890ca,2017,6,1339
2514,河北,130000,06880909932890ca,2017,7,1232
2515,河北,130000,06880909932890ca,2017,8,1268
2516,河北,130000,06880909932890ca,2017,9,1215
2517,河北,130000,06880909932890ca,2017,10,1270
2518,河北,130000,06880909932890ca,2017,11,1148
2519,河北,130000,06880909932890ca,2017,12,1117
2304,河北,130000,0797526c057dcf5b,2016,1,1263
2305,河北,130000,0797526c057dcf5b,2016,2,1271
2306,河北,130000,0797526c057dcf5b,2016,3,1053
2307,河北,130000,0797526c057dcf5b,2016,4,973
2308,河北,130000,0797526c057dcf5b,2016,5,946
2309,河北,130000,0797526c057dcf5b,2016,6,873
2310,河北,130000,0797526c057dcf5b,2016,7,782
2311,河北,130000,0797526c057dcf5b,2016,8,851
2312,河北,130000,0797526c057dcf5b,2016,9,1105
2313,河北,130000,0797526c057dcf5b,2016,10,1256
2314,河北,130000,0797526c057dcf5b,2016,11,1232
2315,河北,130000,0797526c057dcf5b,2016,12,1675
2316,河北,130000,0797526c057dcf5b,2017,1,1359
2317,河北,130000,0797526c057dcf5b,2017,2,1626
2318,河北,130000,0797526c057dcf5b,2017,3,1199
2319,河北,130000,0797526c057dcf5b,2017,4,1132
2320,河北,130000,0797526c057dcf5b,2017,5,1280
2321,河北,130000,0797526c057dcf5b,2017,6,1314
2322,河北,130000,0797526c057dcf5b,2017,7,1317
2323,河北,130000,0797526c057dcf5b,2017,8,1432
2324,河北,130000,0797526c057dcf5b,2017,9,1509
2325,河北,130000,0797526c057dcf5b,2017,10,1559
2326,河北,130000,0797526c057dcf5b,2017,11,1393
2327,河北,130000,0797526c057dcf5b,2017,12,1760
20805,河北,130000,12f8b7e14947c34d,2016,1,2918
20806,河北,130000,12f8b7e14947c34d,2016,2,2599
20809,河北,130000,12f8b7e14947c34d,2016,3,2458
20807,河北,130000,12f8b7e14947c34d,2016,4,2093
20808,河北,130000,12f8b7e14947c34d,2016,5,4571
20811,河北,130000,12f8b7e14947c34d,2016,6,2259
20812,河北,130000,12f8b7e14947c34d,2016,7,2110
20873,河北,130000,12f8b7e14947c34d,2016,8,2430
20874,河北,130000,12f8b7e14947c34d,2016,9,2626
20813,河北,130000,12f8b7e14947c34d,2016,10,2783
20814,河北,130000,12f8b7e14947c34d,2016,11,2600
20815,河北,130000,12f8b7e14947c34d,2016,12,2939
20816,河北,130000,12f8b7e14947c34d,2017,1,2384
20817,河北,130000,12f8b7e14947c34d,2017,2,3021
20818,河北,130000,12f8b7e14947c34d,2017,3,2891
20819,河北,130000,12f8b7e14947c34d,2017,4,2534
20820,河北,130000,12f8b7e14947c34d,2017,5,2688
20821,河北,130000,12f8b7e14947c34d,2017,6,2459
20822,河北,130000,12f8b7e14947c34d,2017,7,2494
20823,河北,130000,12f8b7e14947c34d,2017,8,2859
20824,河北,130000,12f8b7e14947c34d,2017,9,2718
20825,河北,130000,12f8b7e14947c34d,2017,10,2571
20850,河北,130000,12f8b7e14947c34d,2017,11,2387
20826,河北,130000,12f8b7e14947c34d,2017,12,2835
20923,河北,130000,17363f08d683d52b,2016,1,6481
20924,河北,130000,17363f08d683d52b,2016,2,6252
20925,河北,130000,17363f08d683d52b,2016,3,5203
20977,河北,130000,17363f08d683d52b,2016,4,4479
20947,河北,130000,17363f08d683d52b,2016,5,4540
20926,河北,130000,17363f08d683d52b,2016,6,3949
20928,河北,130000,17363f08d683d52b,2016,7,4544
20930,河北,130000,17363f08d683d52b,2016,8,4621
20931,河北,130000,17363f08d683d52b,2016,9,5421
20932,河北,130000,17363f08d683d52b,2016,10,4911
20946,河北,130000,17363f08d683d52b,2016,11,4482
20933,河北,130000,17363f08d683d52b,2016,12,5548
20934,河北,130000,17363f08d683d52b,2017,1,4600
20935,河北,130000,17363f08d683d52b,2017,2,4754
20963,河北,130000,17363f08d683d52b,2017,3,2829
20936,河北,130000,17363f08d683d52b,2017,4,2287
20937,河北,130000,17363f08d683d52b,2017,5,2476
20938,河北,130000,17363f08d683d52b,2017,6,2365
20965,河北,130000,17363f08d683d52b,2017,7,1954
20939,河北,130000,17363f08d683d52b,2017,8,1859
20940,河北,130000,17363f08d683d52b,2017,9,1926
20941,河北,130000,17363f08d683d52b,2017,10,1689
20942,河北,130000,17363f08d683d52b,2017,11,3662
20943,河北,130000,17363f08d683d52b,2017,12,4599
2232,河北,130000,17bc272c93f19d56,2016,1,10812
2233,河北,130000,17bc272c93f19d56,2016,2,9142
2234,河北,130000,17bc272c93f19d56,2016,3,7009
2235,河北,130000,17bc272c93f19d56,2016,4,5709
2236,河北,130000,17bc272c93f19d56,2016,5,7770
2237,河北,130000,17bc272c93f19d56,2016,6,7005
2238,河北,130000,17bc272c93f19d56,2016,7,7055
2239,河北,130000,17bc272c93f19d56,2016,8,8141
2240,河北,130000,17bc272c93f19d56,2016,9,8782
2241,河北,130000,17bc272c93f19d56,2016,10,10491
2242,河北,130000,17bc272c93f19d56,2016,11,10585
2243,河北,130000,17bc272c93f19d56,2016,12,12907
2244,河北,130000,17bc272c93f19d56,2017,1,10804
2245,河北,130000,17bc272c93f19d56,2017,2,12631
2246,河北,130000,17bc272c93f19d56,2017,3,9062
2247,河北,130000,17bc272c93f19d56,2017,4,6312
2248,河北,130000,17bc272c93f19d56,2017,5,6323
2249,河北,130000,17bc272c93f19d56,2017,6,6643
2250,河北,130000,17bc272c93f19d56,2017,7,6511
2251,河北,130000,17bc272c93f19d56,2017,8,6460
2252,河北,130000,17bc272c93f19d56,2017,9,5962
2253,河北,130000,17bc272c93f19d56,2017,10,6450
2254,河北,130000,17bc272c93f19d56,2017,11,6019
2255,河北,130000,17bc272c93f19d56,2017,12,7671
20755,河北,130000,212083a9246d2fd3,2016,1,5100
20790,河北,130000,212083a9246d2fd3,2016,2,4101
20756,河北,130000,212083a9246d2fd3,2016,3,3533
20757,河北,130000,212083a9246d2fd3,2016,4,3305
20758,河北,130000,212083a9246d2fd3,2016,5,3986
20760,河北,130000,212083a9246d2fd3,2016,6,3642
20761,河北,130000,212083a9246d2fd3,2016,7,3625
20762,河北,130000,212083a9246d2fd3,2016,8,3681
20764,河北,130000,212083a9246d2fd3,2016,9,4130
20765,河北,130000,212083a9246d2fd3,2016,10,4123
20771,河北,130000,212083a9246d2fd3,2016,11,4045
20766,河北,130000,212083a9246d2fd3,2016,12,4410
20768,河北,130000,212083a9246d2fd3,2017,1,3697
20767,河北,130000,212083a9246d2fd3,2017,2,4197
20770,河北,130000,212083a9246d2fd3,2017,3,2754
20769,河北,130000,212083a9246d2fd3,2017,4,2392
20774,河北,130000,212083a9246d2fd3,2017,5,2427
20830,河北,130000,212083a9246d2fd3,2017,6,2397
20772,河北,130000,212083a9246d2fd3,2017,7,2300
20773,河北,130000,212083a9246d2fd3,2017,8,2567
20775,河北,130000,212083a9246d2fd3,2017,9,2480
20778,河北,130000,212083a9246d2fd3,2017,10,2801
20776,河北,130000,212083a9246d2fd3,2017,11,2611
20777,河北,130000,212083a9246d2fd3,2017,12,2889
2400,河北,130000,28e29f2c03dcd84c,2016,1,930
2401,河北,130000,28e29f2c03dcd84c,2016,2,947
2402,河北,130000,28e29f2c03dcd84c,2016,3,717
2403,河北,130000,28e29f2c03dcd84c,2016,4,752
2404,河北,130000,28e29f2c03dcd84c,2016,5,1089
2405,河北,130000,28e29f2c03dcd84c,2016,6,776
2406,河北,130000,28e29f2c03dcd84c,2016,7,599
2407,河北,130000,28e29f2c03dcd84c,2016,8,635
2408,河北,130000,28e29f2c03dcd84c,2016,9,662
2409,河北,130000,28e29f2c03dcd84c,2016,10,688
2410,河北,130000,28e29f2c03dcd84c,2016,11,649
2411,河北,130000,28e29f2c03dcd84c,2016,12,712
2412,河北,130000,28e29f2c03dcd84c,2017,1,727
2413,河北,130000,28e29f2c03dcd84c,2017,2,873
2414,河北,130000,28e29f2c03dcd84c,2017,3,797
2415,河北,130000,28e29f2c03dcd84c,2017,4,786
2416,河北,130000,28e29f2c03dcd84c,2017,5,830
2417,河北,130000,28e29f2c03dcd84c,2017,6,869
2418,河北,130000,28e29f2c03dcd84c,2017,7,886
2419,河北,130000,28e29f2c03dcd84c,2017,8,932
2420,河北,130000,28e29f2c03dcd84c,2017,9,1090
2421,河北,130000,28e29f2c03dcd84c,2017,10,1046
2422,河北,130000,28e29f2c03dcd84c,2017,11,991
2423,河北,130000,28e29f2c03dcd84c,2017,12,1882
2328,河北,130000,2a2ab41f8f6ff1cb,2016,1,4276
2329,河北,130000,2a2ab41f8f6ff1cb,2016,2,3904
2330,河北,130000,2a2ab41f8f6ff1cb,2016,3,3482
2331,河北,130000,2a2ab41f8f6ff1cb,2016,4,3790
2332,河北,130000,2a2ab41f8f6ff1cb,2016,5,4158
2333,河北,130000,2a2ab41f8f6ff1cb,2016,6,4255
2334,河北,130000,2a2ab41f8f6ff1cb,2016,7,4043
2335,河北,130000,2a2ab41f8f6ff1cb,2016,8,4285
2336,河北,130000,2a2ab41f8f6ff1cb,2016,9,7672
2337,河北,130000,2a2ab41f8f6ff1cb,2016,10,10510
2338,河北,130000,2a2ab41f8f6ff1cb,2016,11,10548
2339,河北,130000,2a2ab41f8f6ff1cb,2016,12,8374
2340,河北,130000,2a2ab41f8f6ff1cb,2017,1,7210
2341,河北,130000,2a2ab41f8f6ff1cb,2017,2,7752
2342,河北,130000,2a2ab41f8f6ff1cb,2017,3,7826
2343,河北,130000,2a2ab41f8f6ff1cb,2017,4,12417
2344,河北,130000,2a2ab41f8f6ff1cb,2017,5,12524
2345,河北,130000,2a2ab41f8f6ff1cb,2017,6,7931
2346,河北,130000,2a2ab41f8f6ff1cb,2017,7,6598
2347,河北,130000,2a2ab41f8f6ff1cb,2017,8,6453
2348,河北,130000,2a2ab41f8f6ff1cb,2017,9,4755
2349,河北,130000,2a2ab41f8f6ff1cb,2017,10,5082
2350,河北,130000,2a2ab41f8f6ff1cb,2017,11,5181
2351,河北,130000,2a2ab41f8f6ff1cb,2017,12,6044
2832,河北,130000,2d0d2c3403909fdb,2016,1,1780
2833,河北,130000,2d0d2c3403909fdb,2016,2,1909
2834,河北,130000,2d0d2c3403909fdb,2016,3,1662
2835,河北,130000,2d0d2c3403909fdb,2016,4,1578
2836,河北,130000,2d0d2c3403909fdb,2016,5,1716
2837,河北,130000,2d0d2c3403909fdb,2016,6,1666
2838,河北,130000,2d0d2c3403909fdb,2016,7,1634
2839,河北,130000,2d0d2c3403909fdb,2016,8,1566
2840,河北,130000,2d0d2c3403909fdb,2016,9,1623
2841,河北,130000,2d0d2c3403909fdb,2016,10,1715
2842,河北,130000,2d0d2c3403909fdb,2016,11,1485
2843,河北,130000,2d0d2c3403909fdb,2016,12,1654
2844,河北,130000,2d0d2c3403909fdb,2017,1,1633
2845,河北,130000,2d0d2c3403909fdb,2017,2,2123
2846,河北,130000,2d0d2c3403909fdb,2017,3,1181
2847,河北,130000,2d0d2c3403909fdb,2017,4,1115
2848,河北,130000,2d0d2c3403909fdb,2017,5,1362
2849,河北,130000,2d0d2c3403909fdb,2017,6,1455
2850,河北,130000,2d0d2c3403909fdb,2017,7,1537
2851,河北,130000,2d0d2c3403909fdb,2017,8,1716
2852,河北,130000,2d0d2c3403909fdb,2017,9,1428
2853,河北,130000,2d0d2c3403909fdb,2017,10,1366
2854,河北,130000,2d0d2c3403909fdb,2017,11,1766
2855,河北,130000,2d0d2c3403909fdb,2017,12,1586
20900,河北,130000,346393c2c6305fb1,2016,1,946
20876,河北,130000,346393c2c6305fb1,2016,2,725
20877,河北,130000,346393c2c6305fb1,2016,3,551
20878,河北,130000,346393c2c6305fb1,2016,4,501
20879,河北,130000,346393c2c6305fb1,2016,5,449
20880,河北,130000,346393c2c6305fb1,2016,6,425
20881,河北,130000,346393c2c6305fb1,2016,7,449
20882,河北,130000,346393c2c6305fb1,2016,8,462
20883,河北,130000,346393c2c6305fb1,2016,9,473
20884,河北,130000,346393c2c6305fb1,2016,10,433
20885,河北,130000,346393c2c6305fb1,2016,11,483
20886,河北,130000,346393c2c6305fb1,2016,12,506
20887,河北,130000,346393c2c6305fb1,2017,1,460
20888,河北,130000,346393c2c6305fb1,2017,2,477
20889,河北,130000,346393c2c6305fb1,2017,3,503
20890,河北,130000,346393c2c6305fb1,2017,4,524
20891,河北,130000,346393c2c6305fb1,2017,5,556
20892,河北,130000,346393c2c6305fb1,2017,6,593
20893,河北,130000,346393c2c6305fb1,2017,7,538
20894,河北,130000,346393c2c6305fb1,2017,8,630
20895,河北,130000,346393c2c6305fb1,2017,9,600
20897,河北,130000,346393c2c6305fb1,2017,10,456
20896,河北,130000,346393c2c6305fb1,2017,11,460
20899,河北,130000,346393c2c6305fb1,2017,12,566
20589,河北,130000,37aa9169b575ef79,2016,1,7103
20590,河北,130000,37aa9169b575ef79,2016,2,5908
20591,河北,130000,37aa9169b575ef79,2016,3,5455
20592,河北,130000,37aa9169b575ef79,2016,4,5093
20598,河北,130000,37aa9169b575ef79,2016,5,5190
20594,河北,130000,37aa9169b575ef79,2016,6,4432
20595,河北,130000,37aa9169b575ef79,2016,7,4652
20612,河北,130000,37aa9169b575ef79,2016,8,5151
20596,河北,130000,37aa9169b575ef79,2016,9,5470
